"repository","format","key","species","date","time","user_name","country","locality","latitude","longitude","file_url","file_extension","observation_url","source","latitude_bins","common_name","background_species","caption","year","month","day","country_state_county","state_province","county","age_sex","behavior","playback","captive","collected","specimen_id","home_archive_catalog_number","recorder","microphone","accessory","partner_institution","ebird_checklist_id","unconfirmed","air_temp__c_","water_temp__c_","media_notes","observation_details","parent_species","species_code","taxon_category","taxonomic_sort","recordist_2","average_community_rating","number_of_ratings","asset_tags","original_image_height","original_image_width"
"iNaturalist","image",347635516,"Oophaga pumilio","2026-04-05","12:34","A_brown",NA,"10.1548029367,-84.0044015117",10.1548029367,-84.0044015117,"https://static.inaturalist.org/photos/633877456/original.jpg","jpeg","https://www.inaturalist.org/observations/347635516","op_image_ca_sample","(10.1,10.3]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",347550241,"Oophaga pumilio","2026-02-27","15:27","Adriench",NA,"10.4164402742,-84.1235556984",10.4164402742,-84.1235556984,"https://inaturalist-open-data.s3.amazonaws.com/photos/633711322/original.jpg","jpeg","https://www.inaturalist.org/observations/347550241","op_image_ca_sample","(10.3,10.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",346985391,"Oophaga pumilio","2026-03-20","22:30","Marvin Biedermann",NA,"10.0562320921,-83.5483131093",10.0562320921,-83.5483131093,"https://inaturalist-open-data.s3.amazonaws.com/photos/632590347/original.jpg","jpeg","https://www.inaturalist.org/observations/346985391","op_image_ca_sample","(9.94,10.1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",346855236,"Oophaga pumilio","2026-04-02","14:26","Philippe Voidrot",NA,"9.8949026,-83.657049",9.8949026,-83.657049,"https://static.inaturalist.org/photos/632328444/original.jpg","jpeg","https://www.inaturalist.org/observations/346855236","op_image_ca_sample","(9.78,9.94]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",346674609,"Oophaga pumilio","2026-03-31","12:09","Briannahao88",NA,"9.5997047966,-82.6449491571",9.5997047966,-82.6449491571,"https://inaturalist-open-data.s3.amazonaws.com/photos/631971138/original.jpg","jpeg","https://www.inaturalist.org/observations/346674609","op_image_ca_sample","(9.45,9.61]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",346061223,"Oophaga pumilio","2026-03-22","10:03","Roger A. Morales-Flores",NA,"9.252095,-82.1457528333",9.252095,-82.1457528333,"https://inaturalist-open-data.s3.amazonaws.com/photos/631619305/original.jpg","jpeg","https://www.inaturalist.org/observations/346061223","op_image_ca_sample","(9.12,9.29]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",345905996,"Oophaga pumilio","2026-03-28","09:13","Jairo Moya Vargas",NA,"10.9061644694,-85.3060255945",10.9061644694,-85.3060255945,"https://inaturalist-open-data.s3.amazonaws.com/photos/630456063/original.jpg","jpeg","https://www.inaturalist.org/observations/345905996","op_image_ca_sample","(10.8,10.9]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",345905996,"Oophaga pumilio","2026-03-28","09:13","Jairo Moya Vargas",NA,"10.9061644694,-85.3060255945",10.9061644694,-85.3060255945,"https://inaturalist-open-data.s3.amazonaws.com/photos/630456146/original.jpg","jpeg","https://www.inaturalist.org/observations/345905996","op_image_ca_sample","(10.8,10.9]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",345788436,"Oophaga pumilio","2016-09-05","07:43","Niff82",NA,"10.7241384,-85.0738445",10.7241384,-85.0738445,"https://inaturalist-open-data.s3.amazonaws.com/photos/630215770/original.jpg","jpeg","https://www.inaturalist.org/observations/345788436","op_image_ca_sample","(10.6,10.8]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",345788436,"Oophaga pumilio","2016-09-05","07:43","Niff82",NA,"10.7241384,-85.0738445",10.7241384,-85.0738445,"https://inaturalist-open-data.s3.amazonaws.com/photos/630216053/original.jpg","jpeg","https://www.inaturalist.org/observations/345788436","op_image_ca_sample","(10.6,10.8]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",344505651,"Oophaga pumilio","2016-05-04","20:31","Robin Ardito",NA,"11.1041082,-84.1012861",11.1041082,-84.1012861,"https://inaturalist-open-data.s3.amazonaws.com/photos/627712592/original.jpg","jpeg","https://www.inaturalist.org/observations/344505651","op_image_ca_sample","(11.1,11.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",343866904,"Oophaga pumilio",NA,NA,"Dilson Hernández",NA,"14.0293506619,-84.2500063777",14.0293506619,-84.2500063777,"https://inaturalist-open-data.s3.amazonaws.com/photos/626466893/original.jpg","jpeg","https://www.inaturalist.org/observations/343866904","op_image_ca_sample","(14,14.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",343866904,"Oophaga pumilio",NA,NA,"Dilson Hernández",NA,"14.0293506619,-84.2500063777",14.0293506619,-84.2500063777,"https://inaturalist-open-data.s3.amazonaws.com/photos/626466917/original.jpg","jpeg","https://www.inaturalist.org/observations/343866904","op_image_ca_sample","(14,14.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",343866904,"Oophaga pumilio",NA,NA,"Dilson Hernández",NA,"14.0293506619,-84.2500063777",14.0293506619,-84.2500063777,"https://inaturalist-open-data.s3.amazonaws.com/photos/626466938/original.jpg","jpeg","https://www.inaturalist.org/observations/343866904","op_image_ca_sample","(14,14.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",337842364,"Oophaga pumilio","2026-02-08","14:02","Shardintx",NA,"8.6143197062,-80.1120440684",8.6143197062,-80.1120440684,"https://inaturalist-open-data.s3.amazonaws.com/photos/614247834/original.jpg","jpeg","https://www.inaturalist.org/observations/337842364","op_image_ca_sample","(8.47,8.63]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",336884962,"Oophaga pumilio","2003-04-13","16:56","Cenote",NA,"8.784118,-82.95988",8.784118,-82.95988,"https://static.inaturalist.org/photos/612281171/original.jpg","jpeg","https://www.inaturalist.org/observations/336884962","op_image_ca_sample","(8.63,8.8]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",332742102,"Oophaga pumilio","2010-01-03","20:11","Matthias2t",NA,"11.018181,-84.376281",11.018181,-84.376281,"https://inaturalist-open-data.s3.amazonaws.com/photos/603927082/original.jpg","jpeg","https://www.inaturalist.org/observations/332742102","op_image_ca_sample","(10.9,11.1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",331762533,"Oophaga pumilio","2025-11-30","11:49","Matthew Hammond",NA,"12.2696749719,-85.0644950196",12.2696749719,-85.0644950196,"https://static.inaturalist.org/photos/601923221/original.jpg","jpeg","https://www.inaturalist.org/observations/331762533","op_image_ca_sample","(12.2,12.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",330761718,"Oophaga pumilio","2025-10-05","10:18","Roger A. Morales-Flores",NA,"8.919763744,-82.0016677089",8.919763744,-82.0016677089,"https://inaturalist-open-data.s3.amazonaws.com/photos/599864271/original.jpg","jpeg","https://www.inaturalist.org/observations/330761718","op_image_ca_sample","(8.8,8.96]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",328485660,"Oophaga pumilio","2025-11-23","12:00","Daitzel Romero",NA,"8.0908533512,-80.9885749966",8.0908533512,-80.9885749966,"https://inaturalist-open-data.s3.amazonaws.com/photos/595250065/original.jpg","jpeg","https://www.inaturalist.org/observations/328485660","op_image_ca_sample","(7.98,8.14]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",326672578,"Oophaga pumilio","2025-11-15","12:09","Yelka Danelia Barrera Orozco",NA,"13.0264055952,-85.3414025903",13.0264055952,-85.3414025903,"https://inaturalist-open-data.s3.amazonaws.com/photos/591684799/original.jpg","jpeg","https://www.inaturalist.org/observations/326672578","op_image_ca_sample","(12.9,13]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",326163721,"Oophaga pumilio","2025-11-11","10:11","Mason Flint",NA,"9.0192101432,-82.3798248118",9.0192101432,-82.3798248118,"https://static.inaturalist.org/photos/590675075/original.jpg","jpeg","https://www.inaturalist.org/observations/326163721","op_image_ca_sample","(8.96,9.12]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",325939117,"Oophaga pumilio","2025-11-06","08:28","Ennier Cordero",NA,"13.2683131,-85.5333806997",13.2683131,-85.5333806997,"https://static.inaturalist.org/photos/590225021/original.jpg","jpeg","https://www.inaturalist.org/observations/325939117","op_image_ca_sample","(13.2,13.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",325939117,"Oophaga pumilio","2025-11-06","08:28","Ennier Cordero",NA,"13.2683131,-85.5333806997",13.2683131,-85.5333806997,"https://static.inaturalist.org/photos/590225835/original.jpg","jpeg","https://www.inaturalist.org/observations/325939117","op_image_ca_sample","(13.2,13.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",298055557,"Oophaga pumilio","2025-07-14","19:53","𝔻𝕒𝕟𝕚𝕖𝕝𝕒 𝕞𝕠𝕣𝕒𝕝𝕖𝕤",NA,"11.9369725335,-86.217954196",11.9369725335,-86.217954196,"https://inaturalist-open-data.s3.amazonaws.com/photos/536840927/original.jpg","jpeg","https://www.inaturalist.org/observations/298055557","op_image_ca_sample","(11.9,12.1]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",271387098,"Oophaga pumilio","2025-04-13","06:51","Gabriel Arias",NA,"12.1980671581,-85.1854296977",12.1980671581,-85.1854296977,"https://static.inaturalist.org/photos/488165732/original.jpeg","jpeg","https://www.inaturalist.org/observations/271387098","op_image_ca_sample","(12.1,12.2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",148941855,"Oophaga pumilio","2021-12-15","10:38","Lester Fonseca",NA,"11.2716261266,-84.0325352177",11.2716261266,-84.0325352177,"https://inaturalist-open-data.s3.amazonaws.com/photos/256577482/original.jpeg","jpeg","https://www.inaturalist.org/observations/148941855","op_image_ca_sample","(11.2,11.4]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",143673242,"Oophaga pumilio","2022-12-02","14:09","Eduin Molinares",NA,"12.8342587022,-85.4215493426",12.8342587022,-85.4215493426,"https://static.inaturalist.org/photos/246438811/original.jpeg","jpeg","https://www.inaturalist.org/observations/143673242","op_image_ca_sample","(12.7,12.9]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",143673242,"Oophaga pumilio","2022-12-02","14:09","Eduin Molinares",NA,"12.8342587022,-85.4215493426",12.8342587022,-85.4215493426,"https://static.inaturalist.org/photos/246438830/original.jpeg","jpeg","https://www.inaturalist.org/observations/143673242","op_image_ca_sample","(12.7,12.9]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",143188739,"Oophaga pumilio","2022-11-27","14:00","Genesislopezm",NA,"8.3950955897,-82.4406540372",8.3950955897,-82.4406540372,"https://inaturalist-open-data.s3.amazonaws.com/photos/245545296/original.jpeg","jpeg","https://www.inaturalist.org/observations/143188739","op_image_ca_sample","(8.31,8.47]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",138449084,"Oophaga pumilio","2022-09-16","12:15","Carlos Martínez",NA,"13.4049615833,-85.4225616389",13.4049615833,-85.4225616389,"https://inaturalist-open-data.s3.amazonaws.com/photos/236639167/original.jpeg","jpeg","https://www.inaturalist.org/observations/138449084","op_image_ca_sample","(13.4,13.5]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",32267958,"Oophaga pumilio","2007-12-20","07:41","Eric Van Den Berghe",NA,"11.7920811418,-85.1810293991",11.7920811418,-85.1810293991,"https://inaturalist-open-data.s3.amazonaws.com/photos/50592111/original.jpeg","jpeg","https://www.inaturalist.org/observations/32267958","op_image_ca_sample","(11.7,11.9]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",32267958,"Oophaga pumilio","2007-12-20","07:41","Eric Van Den Berghe",NA,"11.7920811418,-85.1810293991",11.7920811418,-85.1810293991,"https://inaturalist-open-data.s3.amazonaws.com/photos/50592100/original.jpeg","jpeg","https://www.inaturalist.org/observations/32267958","op_image_ca_sample","(11.7,11.9]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",32267957,"Oophaga pumilio","2010-11-06","10:05","Eric Van Den Berghe",NA,"11.5484110036,-83.9798572447",11.5484110036,-83.9798572447,"https://inaturalist-open-data.s3.amazonaws.com/photos/50592084/original.jpeg","jpeg","https://www.inaturalist.org/observations/32267957","op_image_ca_sample","(11.4,11.6]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",8389036,"Oophaga pumilio","2010-05-31","17:10","Milton Úbeda",NA,"13.5772278915,-85.7054615021",13.5772278915,-85.7054615021,"https://inaturalist-open-data.s3.amazonaws.com/photos/11158257/original.jpg","jpeg","https://www.inaturalist.org/observations/8389036","op_image_ca_sample","(13.5,13.7]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macaulay Library","video",614064517,"Ceratopipra mentalis","2023-12-21","07:36","Jeff Hapeman","Costa Rica","Laguna Lagarto Lodge",10.68515,-84.18112,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/614064517/","mp4","https://macaulaylibrary.org/asset/614064517","cm_video_display",NA,"Red-capped Manakin",NA,NA,2023,12,21,"CR-A","Alajuela",NA,"Adult Male – 1","Courtship, Display, or Copulation; Mechanical Sound","Unspecified",NA,NA,NA,"","Sony ILCE-1","","Sony 600mm f/4 GM",NA,"S156803644",NA,NA,NA,"","","Ceratopipra mentalis","recman1","Species",15836,NA,5,21,"Habitat",NA,NA
"Macaulay Library","video",217793841,"Ceratopipra mentalis","2020-03-08","09:57","John Doty","Belize","Black Rock Lodge",17.04705,-89.06098,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/217793841/","mp4","https://macaulaylibrary.org/asset/217793841","cm_video_display",NA,"Red-capped Manakin",NA,NA,2020,3,8,"BZ-CY","Cayo",NA,"Adult Male – 2","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"","","","",NA,"S65574141",NA,NA,NA,"","","Ceratopipra mentalis","recman1","Species",15836,NA,3,1,"",NA,NA
"Macaulay Library","video",201578041,"Ceratopipra mentalis","2014-03-03",NA,"William Adsett","Panama","El Chorogo",8.306377,-83.009863,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/201578041/","mp4","https://macaulaylibrary.org/asset/201578041","cm_video_display",NA,"Red-capped Manakin",NA,NA,2014,3,3,"PA-4","Chiriquí",NA,"","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"IBC1223444","","","",NA,"S65096192",NA,NA,NA,"Male displaying at lek. Female appears briefly. Elevation: 574 m. Date added to IBC: June 23, 2016.","IBC scientific name: Ceratopipra mentalis mentalis.","Ceratopipra mentalis","recman1","Species",15836,NA,4,4,"",NA,NA
"Macaulay Library","video",201205581,"Ceratopipra mentalis","2007-03-24",NA,"Richard Garrigues","Costa Rica","Estación Biológica La Selva-OTS",10.4311659,-84.0035355,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/201205581/","mp4","https://macaulaylibrary.org/asset/201205581","cm_video_display",NA,"Red-capped Manakin",NA,NA,2007,3,24,"CR-H","Heredia",NA,"","Courtship, Display, or Copulation; Flying","Unspecified",NA,NA,NA,"IBC1154072","","","",NA,"S65085834",NA,NA,NA,"A male making snapping and buzzing sounds, then flying to a perch and performing the courtship display. Elevation: 43 m. Date added to IBC: June 22, 2016.","IBC scientific name: Ceratopipra mentalis mentalis.","Ceratopipra mentalis","recman1","Species",15836,NA,3,4,"",NA,NA
"Macaulay Library","video",201115121,"Ceratopipra mentalis","2013-03-29",NA,"Wayne Hall","Belize","Hidden Valley Inn",17.0463,-88.9281,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/201115121/","mp4","https://macaulaylibrary.org/asset/201115121","cm_video_display",NA,"Red-capped Manakin",NA,NA,2013,3,29,"BZ-CY","Cayo",NA,"","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"IBC1216053","","","",NA,"S65082268",NA,NA,NA,"Male displaying at lek. Female seen briefly at extreme right of frame. Brown Jays vocalizing in background. A brief vocalization from another Red-Capped Manakin male. Elevation: 526 m. Date added to IBC: June 23, 2016.","IBC scientific name: Ceratopipra mentalis mentalis.","Ceratopipra mentalis","recman1","Species",15836,NA,4.75,20,"",NA,NA
"Macaulay Library","video",457989,"Ceratopipra mentalis","2009-12-21",NA,"Tim Laman","Panama","Gamboa, Soberania National Park",9.1563333,-79.7426667,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457989/","mp4","https://macaulaylibrary.org/asset/457989","cm_video_display",NA,"Red-capped Manakin",NA,NA,2009,12,21,"PA","",NA,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"","Canon EOS 5D Mark II","Sennheiser MKE 44-P","Sound Devices Mix-Pre",NA,"",NA,NA,NA,"Other Behaviors: Perform Courtship Display, Perch. Equipment Notes: Magic Lantern firmware with Anlg Gain = 10,  AGC disabled.","","Ceratopipra mentalis","recman1","Species",15836,NA,4,4,"",NA,NA
"Macaulay Library","video",457987,"Ceratopipra mentalis","2009-12-21",NA,"Tim Laman","Panama","Gamboa, Soberania National Park",9.1563333,-79.7426667,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457987/","mp4","https://macaulaylibrary.org/asset/457987","cm_video_display",NA,"Red-capped Manakin",NA,NA,2009,12,21,"PA","",NA,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"","Canon EOS 5D Mark II","Sennheiser MKE 44-P","Sound Devices Mix-Pre",NA,"",NA,NA,NA,"Other Behaviors: Perform Courtship Display. Equipment Notes: Magic Lantern firmware with Anlg Gain = 10,  AGC disabled.","","Ceratopipra mentalis","recman1","Species",15836,NA,4.29,7,"",NA,NA
"Macaulay Library","video",457986,"Ceratopipra mentalis","2009-12-21",NA,"Tim Laman","Panama","Gamboa, Soberania National Park",9.1563333,-79.7426667,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457986/","mp4","https://macaulaylibrary.org/asset/457986","cm_video_display",NA,"Red-capped Manakin",NA,NA,2009,12,21,"PA","",NA,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"","Canon EOS 5D Mark II","Sennheiser MKE 44-P","Sound Devices Mix-Pre",NA,"",NA,NA,NA,"Other Behaviors: Perform Courtship Display. Equipment Notes: Magic Lantern firmware with Anlg Gain = 10,  AGC disabled.","","Ceratopipra mentalis","recman1","Species",15836,NA,4,4,"",NA,NA
"Macaulay Library","video",457985,"Ceratopipra mentalis","2009-12-21",NA,"Tim Laman","Panama","Gamboa, Soberania National Park",9.1563333,-79.7426667,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457985/","mp4","https://macaulaylibrary.org/asset/457985","cm_video_display",NA,"Red-capped Manakin",NA,NA,2009,12,21,"PA","",NA,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation; Mechanical Sound","Unspecified",NA,NA,NA,"","Canon EOS 5D Mark II","Sennheiser MKE 44-P","Sound Devices Mix-Pre",NA,"",NA,NA,NA,"Other Behaviors: Perform Courtship Display. Equipment Notes: Magic Lantern firmware with Anlg Gain = 10,  AGC disabled.","","Ceratopipra mentalis","recman1","Species",15836,NA,4.57,14,"",NA,NA
"Macaulay Library","video",457980,"Ceratopipra mentalis","2009-12-21",NA,"Tim Laman","Panama","Gamboa, Soberania National Park",9.1563333,-79.7426667,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457980/","mp4","https://macaulaylibrary.org/asset/457980","cm_video_display",NA,"Red-capped Manakin",NA,NA,2009,12,21,"PA","",NA,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation; Mechanical Sound","Unspecified",NA,NA,NA,"","Canon EOS 5D Mark II","Sennheiser MKE 44-P","Sound Devices Mix-Pre",NA,"",NA,NA,NA,"Other Behaviors: Perform Courtship Display. Equipment Notes: Magic Lantern firmware with Anlg Gain = 10,  AGC disabled.","","Ceratopipra mentalis","recman1","Species",15836,NA,4,4,"",NA,NA
"Macaulay Library","video",457947,"Ceratopipra mentalis","2009-12-20",NA,"Tim Laman","Panama","Gamboa, Soberania National Park",9.1563333,-79.7426667,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457947/","mp4","https://macaulaylibrary.org/asset/457947","cm_video_display",NA,"Red-capped Manakin",NA,NA,2009,12,20,"PA","",NA,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"","Canon EOS 5D Mark II","Sennheiser MKE 44-P","Sound Devices Mix-Pre",NA,"",NA,NA,NA,"Other Behaviors: Perform Courtship Display. Equipment Notes: Magic Lantern firmware with Anlg Gain = 10,  AGC disabled.","","Ceratopipra mentalis","recman1","Species",15836,NA,4,4,"",NA,NA
"Macaulay Library","video",457946,"Ceratopipra mentalis","2009-12-20",NA,"Tim Laman","Panama","Gamboa, Soberania National Park",9.1563333,-79.7426667,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/457946/","mp4","https://macaulaylibrary.org/asset/457946","cm_video_display",NA,"Red-capped Manakin",NA,NA,2009,12,20,"PA","",NA,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation","Unspecified",NA,NA,NA,"","Canon EOS 5D Mark II","Sennheiser MKE 44-P","Sound Devices Mix-Pre",NA,"",NA,NA,NA,"Other Behaviors: Perform Courtship Display. Equipment Notes: Magic Lantern firmware with Anlg Gain = 10,  AGC disabled.","","Ceratopipra mentalis","recman1","Species",15836,NA,4,4,"",NA,NA
