"repository","format","key","species","date","time","user_name","country","locality","latitude","longitude","file_url","file_extension","observation_url","source","latitude_bins","common_name","background_species","caption","year","month","day","country_state_county","state_province","county","age_sex","behavior","playback","captive","collected","specimen_id","home_archive_catalog_number","recorder","microphone","accessory","partner_institution","ebird_checklist_id","unconfirmed","air_temp__c_","water_temp__c_","media_notes","observation_details","parent_species","species_code","taxon_category","taxonomic_sort","recordist_2","average_community_rating","number_of_ratings","asset_tags","original_image_height","original_image_width"
"iNaturalist","sound",303844961,"Oophaga pumilio","2025-08-04","10:12","Chris Harrison",NA,"10.05526676,-83.5511575499",10.05526676,-83.5511575499,"https://static.inaturalist.org/sounds/1593720.m4a?1754349320","m4a","https://www.inaturalist.org/observations/303844961","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",303452420,"Oophaga pumilio","2025-08-03","10:06","D.j. Mcneil",NA,"10.4339594906,-84.0047952254",10.4339594906,-84.0047952254,"https://static.inaturalist.org/sounds/1592086.m4a?1754239183","m4a","https://www.inaturalist.org/observations/303452420","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",279130352,"Oophaga pumilio","2025-04-10","11:01","Barbara Peck",NA,"10.4232682,-84.0220298",10.4232682,-84.0220298,"https://static.inaturalist.org/sounds/1445728.wav?1746586256","wav","https://www.inaturalist.org/observations/279130352","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",262713883,"Oophaga pumilio","2025-02-22","11:17","Cmbeers",NA,"10.435076966,-84.0086487216",10.435076966,-84.0086487216,"https://static.inaturalist.org/sounds/1313703.m4a?1740246377","m4a","https://www.inaturalist.org/observations/262713883","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",261151067,"Oophaga pumilio","2025-01-11","11:29","Liam Wolff",NA,"10.4711930559,-84.6004327602",10.4711930559,-84.6004327602,"https://static.inaturalist.org/sounds/1303649.wav?1739125780","wav","https://www.inaturalist.org/observations/261151067","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",258777749,"Oophaga pumilio","2025-01-17","16:14","Stephene334",NA,"10.5438176024,-83.5128882089",10.5438176024,-83.5128882089,"https://static.inaturalist.org/sounds/1287623.m4a?1737152596","m4a","https://www.inaturalist.org/observations/258777749","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",255607585,"Oophaga pumilio","2024-12-19","10:30","Marley Peifer",NA,"9.408938931,-82.3142619404",9.408938931,-82.3142619404,"https://static.inaturalist.org/sounds/1269946.m4a?1734634649","m4a","https://www.inaturalist.org/observations/255607585","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",247940054,"Oophaga pumilio","2024-10-18","09:55","John Matthew Erickson",NA,"9.6708232244,-82.8277080704",9.6708232244,-82.8277080704,"https://static.inaturalist.org/sounds/1232329.m4a?1729273250","m4a","https://www.inaturalist.org/observations/247940054","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",233515754,"Oophaga pumilio","2024-08-03","10:22","Randall Jiménez",NA,"10.4517542002,-84.0570354855",10.4517542002,-84.0570354855,"https://static.inaturalist.org/sounds/1151577.m4a?1722703038","m4a","https://www.inaturalist.org/observations/233515754","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",226669665,"Oophaga pumilio","2024-07-02","06:59","Connor E. J. Graham",NA,"10.4555460674,-84.0087949204",10.4555460674,-84.0087949204,"https://static.inaturalist.org/sounds/1117925.m4a?1719925204","m4a","https://www.inaturalist.org/observations/226669665","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",226669014,"Oophaga pumilio","2024-07-02","06:54","Connor E. J. Graham",NA,"10.4557132661,-84.0094360161",10.4557132661,-84.0094360161,"https://static.inaturalist.org/sounds/1117921.m4a?1719924912","m4a","https://www.inaturalist.org/observations/226669014","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",226668999,"Oophaga pumilio","2024-07-02","06:54","Connor E. J. Graham",NA,"10.4556130897,-84.0095376224",10.4556130897,-84.0095376224,"https://static.inaturalist.org/sounds/1117919.m4a?1719924906","m4a","https://www.inaturalist.org/observations/226668999","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",226668992,"Oophaga pumilio","2024-07-02","06:53","Connor E. J. Graham",NA,"10.4556134669,-84.0095372033",10.4556134669,-84.0095372033,"https://static.inaturalist.org/sounds/1117918.m4a?1719924903","m4a","https://www.inaturalist.org/observations/226668992","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",226585224,"Oophaga pumilio","2024-07-01","17:57","Connor E. J. Graham",NA,"10.455581747,-84.0096153426",10.455581747,-84.0096153426,"https://static.inaturalist.org/sounds/1117435.m4a?1719882934","m4a","https://www.inaturalist.org/observations/226585224","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",211137460,"Oophaga pumilio","2023-05-08","07:20","Naturelover1983",NA,"10.3274522337,-84.4862192012",10.3274522337,-84.4862192012,"https://static.inaturalist.org/sounds/999106.m4a?1714341295","m4a","https://www.inaturalist.org/observations/211137460","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",202369652,"Oophaga pumilio","2024-03-13","06:56","Lena Struwe",NA,"10.4308809852,-84.0031625983",10.4308809852,-84.0031625983,"https://static.inaturalist.org/sounds/928028.m4a?1710391454","m4a","https://www.inaturalist.org/observations/202369652","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",201254652,"Oophaga pumilio","2024-02-25","10:11","Mob-Critters",NA,"9.1807723121,-82.2732687961",9.1807723121,-82.2732687961,"https://static.inaturalist.org/sounds/916325.wav?1709558696","wav","https://www.inaturalist.org/observations/201254652","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",201175860,"Oophaga pumilio","2024-02-27","10:05","Mob-Critters",NA,"9.4425066802,-82.4166495503",9.4425066802,-82.4166495503,"https://static.inaturalist.org/sounds/915524.wav?1709499702","wav","https://www.inaturalist.org/observations/201175860","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",201140455,"Oophaga pumilio","2024-02-27","09:06","Acasefornature",NA,"10.4875201196,-84.754235521",10.4875201196,-84.754235521,"https://static.inaturalist.org/sounds/940419.m4a?1711391652","m4a","https://www.inaturalist.org/observations/201140455","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",201140455,"Oophaga pumilio","2024-02-27","09:06","Acasefornature",NA,"10.4875201196,-84.754235521",10.4875201196,-84.754235521,"https://static.inaturalist.org/sounds/940420.m4a?1711391656","m4a","https://www.inaturalist.org/observations/201140455","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",154293506,"Oophaga pumilio","2023-04-03","08:46","Hsug1747",NA,"10.0255127266,-83.4962483357",10.0255127266,-83.4962483357,"https://static.inaturalist.org/sounds/638600.wav?1681145381","wav","https://www.inaturalist.org/observations/154293506","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",151997314,"Oophaga pumilio","2023-03-22","16:33","No Rights Reserved",NA,"10.43246883,-84.00667985",10.43246883,-84.00667985,"https://static.inaturalist.org/sounds/621406.wav?1679544393","wav","https://www.inaturalist.org/observations/151997314","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",148317712,"Oophaga pumilio","2014-04-11","09:25","Probreviceps",NA,"10.4510560564,-83.9952136069",10.4510560564,-83.9952136069,"https://static.inaturalist.org/sounds/594582.mp3?1675865457","mp3","https://www.inaturalist.org/observations/148317712","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",146347907,"Oophaga pumilio","2023-01-02","11:58","Chris Harrison",NA,"10.450780697,-84.068365431",10.450780697,-84.068365431,"https://static.inaturalist.org/sounds/593240.wav?1675622598","wav","https://www.inaturalist.org/observations/146347907","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",145530689,"Oophaga pumilio","2022-12-31","14:20","Chris Harrison",NA,"10.4508175142,-84.0689569339",10.4508175142,-84.0689569339,"https://static.inaturalist.org/sounds/579184.wav?1672521855","wav","https://www.inaturalist.org/observations/145530689","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",138340837,"Oophaga pumilio","2022-10-10","16:27","Arensburger",NA,"10.4306228512,-84.0069710836",10.4306228512,-84.0069710836,"https://static.inaturalist.org/sounds/549981.wav?1665854801","wav","https://www.inaturalist.org/observations/138340837","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",110342126,"Oophaga pumilio","2022-02-18","08:26","John d Reynolds",NA,"10.4303761836,-84.0084614814",10.4303761836,-84.0084614814,"https://static.inaturalist.org/sounds/384642.m4a?1649026523","m4a","https://www.inaturalist.org/observations/110342126","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",110338565,"Oophaga pumilio","2022-02-17","14:24","John d Reynolds",NA,"10.4361121536,-84.0088221947",10.4361121536,-84.0088221947,"https://static.inaturalist.org/sounds/384614.m4a?1649024606","m4a","https://www.inaturalist.org/observations/110338565","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",104142553,"Oophaga pumilio","2021-10-15","08:34","Scott Olmstead",NA,"9.8097684777,-83.0705906556",9.8097684777,-83.0705906556,"https://static.inaturalist.org/sounds/342414.mp3?1641081522","mp3","https://www.inaturalist.org/observations/104142553","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",69145557,"Oophaga pumilio","2019-04-11","16:36","Zeres Cubilla",NA,"9.4132524765,-82.5826436654",9.4132524765,-82.5826436654,"https://static.inaturalist.org/sounds/260228.m4a?1624457624","m4a","https://www.inaturalist.org/observations/69145557","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",63813962,"Oophaga pumilio","2020-10-30","05:40","Irene Gutérrez",NA,"9.6510326167,-82.742481025",9.6510326167,-82.742481025,"https://static.inaturalist.org/sounds/145854.wav?1604059285","wav","https://www.inaturalist.org/observations/63813962","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",63099529,"Oophaga pumilio","2020-10-20","08:50","Mario Montero-Guzmán",NA,"10.213774,-83.789787",10.213774,-83.789787,"https://static.inaturalist.org/sounds/144139.mpga?1603211004","mp3","https://www.inaturalist.org/observations/63099529","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",63099529,"Oophaga pumilio","2020-10-20","08:50","Mario Montero-Guzmán",NA,"10.213774,-83.789787",10.213774,-83.789787,"https://static.inaturalist.org/sounds/144140.mpga?1603211619","mp3","https://www.inaturalist.org/observations/63099529","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",52246581,"Oophaga pumilio","2020-07-07","05:46","Julio Barquero Elizondo",NA,"10.09672866,-83.48090143",10.09672866,-83.48090143,"https://static.inaturalist.org/sounds/117887.m4a?1594122910","m4a","https://www.inaturalist.org/observations/52246581","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",45424729,"Oophaga pumilio","2020-05-09","21:40","Guillermo Funes",NA,"9.8921491909,-83.6478674973",9.8921491909,-83.6478674973,"https://static.inaturalist.org/sounds/86059.mp3?1589066102","mp3","https://www.inaturalist.org/observations/45424729","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",41067730,"Oophaga pumilio","2020-03-29","12:13","Silvan Son San",NA,"9.6239003331,-82.6198217645",9.6239003331,-82.6198217645,"https://static.inaturalist.org/sounds/65481.wav?1585601555","wav","https://www.inaturalist.org/observations/41067730","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",39415347,"Oophaga pumilio","2020-01-20","22:07","Samantha Hughes",NA,"10.430623,-84.006971",10.430623,-84.006971,"https://static.inaturalist.org/sounds/59514.m4a?1583092087","m4a","https://www.inaturalist.org/observations/39415347","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",36940587,"Oophaga pumilio","2019-11-18","11:02","Carles Guinart",NA,"9.3439519722,-82.1750389722",9.3439519722,-82.1750389722,"https://static.inaturalist.org/sounds/54513.mp3?1578658178","mp3","https://www.inaturalist.org/observations/36940587","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","sound",2899738,"Oophaga pumilio","2014-08-12","20:49","Chris Harrison",NA,"10.412182,-84.123669",10.412182,-84.123669,"https://static.inaturalist.org/sounds/8219.mp3?1502906462","mp3","https://www.inaturalist.org/observations/2899738","op_sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",347896553,"Oophaga pumilio","2026-04-04","09:35","Andrés Jara",NA,"9.6455093,-82.7415859997",9.6455093,-82.7415859997,"https://static.inaturalist.org/photos/634399207/original.jpg","jpeg","https://www.inaturalist.org/observations/347896553","op_image_ca_sample","(9.61,9.78]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",347896553,"Oophaga pumilio","2026-04-04","09:35","Andrés Jara",NA,"9.6455093,-82.7415859997",9.6455093,-82.7415859997,"https://static.inaturalist.org/photos/634399275/original.jpg","jpeg","https://www.inaturalist.org/observations/347896553","op_image_ca_sample","(9.61,9.78]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",347880651,"Oophaga pumilio","2026-04-06","11:42","William Cordero",NA,"9.3979901463,-83.1986830384",9.3979901463,-83.1986830384,"https://inaturalist-open-data.s3.amazonaws.com/photos/634366571/original.jpg","jpeg","https://www.inaturalist.org/observations/347880651","op_image_ca_sample","(9.29,9.45]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",347785321,"Oophaga pumilio",NA,NA,"Guillaume Hoffmann",NA,"10.4817063018,-84.6161904616",10.4817063018,-84.6161904616,"https://inaturalist-open-data.s3.amazonaws.com/photos/634181603/original.jpg","jpeg","https://www.inaturalist.org/observations/347785321","op_image_ca_sample","(10.4,10.6]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"iNaturalist","image",347785321,"Oophaga pumilio",NA,NA,"Guillaume Hoffmann",NA,"10.4817063018,-84.6161904616",10.4817063018,-84.6161904616,"https://inaturalist-open-data.s3.amazonaws.com/photos/634181658/original.jpg","jpeg","https://www.inaturalist.org/observations/347785321","op_image_ca_sample","(10.4,10.6]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
